X Y TOL_COUNTS TOL_BG APER_RAD MAG TOL_COUNTS_ERR MAG_ERR
3116 121 6181.433823529398 495683.5661764706 7 15.822276939534667 78.62209500852416 -0.013800191916564486
3713 2392 6867.919117647049 374241.08088235295 6 15.707937070239076 82.87290943153286 -0.01309233629472602
4239 1298 11415.8203125 3845534.1796875 19 15.156232189323546 106.84484223630076 -0.010154912275506817
322 2467 3629.6842105263204 217854.31578947368 5 16.400327894428766 60.24686058647637 -0.018009237152575384
2803 2394 5523.323529411748 373366.67647058825 6 15.944498792935256 74.31906571944879 -0.014599214743842816
2969 2281 9443.67499999993 1042174.3250000001 10 15.36214741848332 97.17857274111371 -0.01116501271211781
1711 1941 11881.333333333256 1765053.6666666667 13 15.112837049309478 109.00152904126278 -0.009953988806792522
3728 1039 6698.185123967007 11622191.814876033 34 15.735107134075216 81.8424408480527 -0.01325718036702244
4067 2211 4310.224358974316 494729.7756410257 7 16.213750307586274 65.65229896183618 -0.016526458588003338
4294 1982 4807.9553571428405 236020.04464285716 5 16.09509893375109 69.33942137877155 -0.015647664465976863
218 2401 4875.588235294097 371696.4117647059 6 16.0799324489235 69.82541253221564 -0.015538755313467125
1303 1307 10064.522727272706 660678.4772727273 8 15.29301703773723 100.32209491070601 -0.010815164904258918
2517 835 7357.9140625 1494755.0859375 12 15.633113222153774 85.77828432942687 -0.012648889033885499
3146 351 10603.83203125 1494265.16796875 12 15.23634290068738 102.97490971712479 -0.010536547232530023
3442 665 7856.119318181882 662124.8806818181 8 15.561979822843226 88.6347523163566 -0.012241248174614403
4378 617 8271.458333333256 1766939.5416666667 13 15.506044784073959 90.9475581493712 -0.011929951964383791
4391 2054 6466.210227272706 659001.7897727273 8 15.77337544964355 80.41274915877896 -0.013492885286854373
1148 914 6421.587912087794 1146515.4120879122 11 15.780893918851767 80.13481086324342 -0.013539683794245685
1353 2374 6941.117021276616 1351723.8829787234 13 15.696426584259088 83.31336640225634 -0.01302312038096465
3569 446 5726.586956521729 851834.4130434783 9 15.90526035065584 75.67421592934895 -0.014337776568613266
145 2166 5475.27678571429 236145.7232142857 5 15.953984803790387 73.99511325563526 -0.014663130472570353
1058 1201 8593.010638297768 1044478.9893617022 10 15.464636626357526 92.6984931824556 -0.01170461312531184
1346 2286 10694.75483870972 854579.2451612903 9 15.22707291632765 103.41544777599583 -0.010491662738338438
2181 293 7078.5434782608645 851271.4565217391 9 15.6751402401079 84.13408036141398 -0.012896082007899485
1321 2355 6198.878205128247 497401.12179487175 7 15.819217241336085 78.73295501331222 -0.013780760544508297
2051 317 6196.7336956522195 851711.2663043478 9 15.819592918087091 78.71933495433139 -0.013783144898638397
3233 2387 4850.914772727294 659550.0852272727 8 16.085440888913812 69.64850876169061 -0.015578222984104894
4170 1308 5108.1587837836705 2387170.8412162163 15 16.029339028595324 71.47138437013565 -0.015180900853704013
1892 1221 5654.833333333372 496359.1666666666 7 15.918950476616562 75.19862587397041 -0.014428455139837424
2047 1406 4154.7307692308095 496028.2692307692 7 16.25364278422782 64.45720106575223 -0.01683287486984117
2593 1408 14921.810699588386 2084454.1893004116 14 14.865446184597062 122.15486359367107 -0.008882167832539863
2896 264 6988.82500000007 1042165.1749999999 10 15.68898958528197 83.59919257983339 -0.012978594248549408
1081 992 7099.5483870968455 561808.4516129032 9 15.671923191311405 84.25881785959761 -0.012876990534189078
2566 1302 4121.566176470544 373779.43382352946 6 16.262344306671125 64.1994250478191 -0.016900462880965597
2725 2400 3873.3014705882524 372833.69852941175 6 16.329796748163776 62.23585357804818 -0.017433680710096357
607 2040 5634.602941176505 372015.3970588235 6 15.922841705935395 75.06399230774036 -0.014454333784323887
1815 587 6256.494318181882 659929.5056818181 8 15.809172363754122 79.09800451453805 -0.013717160207253764
1932 2040 10987.275000000023 1041344.725 10 15.197775013528975 104.82020320529828 -0.010351057971858209
2227 417 6541.1293103448115 1275135.8706896552 11 15.760868163244806 80.87724840982668 -0.013415392107580297
2494 567 5171.090909090824 660024.9090909092 8 16.01604456788396 71.91029765680868 -0.015088242370768003
4334 1729 3489.6696428571595 236000.33035714284 5 16.4430392113091 59.073425860171334 -0.018366972698827883
3130 2233 5611.663043478271 851512.3369565217 9 15.927271035997755 74.91103419041998 -0.014483847562990336
3877 1896 8102.765625 1494451.234375 12 15.528416807533311 90.01536327205484 -0.012053497987013478
296 983 8671.206521739135 853942.7934782609 9 15.454801175202808 93.11931336591317 -0.011651718218072364
964 2424 4593.5446428571595 236388.45535714284 5 16.144630146326588 67.77569359923335 -0.016008688991303414
1012 764 7937.512820512813 497119.4871794872 7 15.550788900588984 89.0927203564512 -0.012178323836773891
2060 1704 6265.794871794875 495528.2051282051 7 15.807559567645436 79.15677401078744 -0.013706975979745418
2679 2068 9386.574999999953 1042973.425 10 15.368732113568372 96.8843382595967 -0.011198920480757138
315 2364 6498.088235294097 372404.9117647059 6 15.768035989540854 80.61072034967866 -0.013459748223231517
857 1719 10842.076923076762 1070122.9230769232 13 15.21221878945897 104.12529434809181 -0.01042013861082433
2558 628 24433.083333333023 5640541.916666667 23 14.330054309423083 156.31085481607803 -0.006941296567513862
3030 2025 8814.55859375 1496419.44140625 12 15.436998577412911 93.88588069433018 -0.011556583290010334
3141 2102 6106.978494623676 2145994.0215053763 17 15.835434023361701 78.14715922299207 -0.013884061951682262
4124 2163 4903.867647058796 372307.1323529412 6 16.073653149307148 70.02762060115134 -0.01549388642204075
4196 1770 4593.1071428571595 236642.89285714284 5 16.1447335593221 67.77246596411524 -0.016009451398367222
837 2410 5307.34821428571 236150.6517857143 5 15.987806043607106 72.85154915501599 -0.014893300315293234
2687 682 6906.380681818118 660986.6193181819 8 15.701873717204894 83.1046369453481 -0.013055829853555894
3713 2265 5821.064102564065 495544.93589743593 7 15.88749404540721 76.29589833381651 -0.014220947963058415
1750 797 23746.869186046533 3038284.1308139535 17 14.360984100345345 154.10019203766922 -0.007040873769545828
2092 2298 9977.380434782594 850965.6195652174 9 15.302458669840876 99.88683814588684 -0.010862291970993561
851 1747 13538.031413612654 1293909.9685863873 14 14.97111120625453 116.35304643030476 -0.009325067398642741
990 1477 9049.175324675278 954431.8246753247 10 15.40847749349585 95.1271534561782 -0.011405786471891246
3440 2166 12448.815217391355 2083519.1847826086 14 15.062179948535796 111.57425875797408 -0.009724465231300104
1482 255 11184.670454545412 660404.3295454546 8 15.178442018610127 105.75760234869837 -0.010259309741370603
3297 2420 4217.1696428571595 236172.83035714284 5 16.237447320989705 64.93973854934403 -0.016707797478666624
3600 496 5494.800000000047 1045003.2 10 15.950120276061686 74.12691818766005 -0.014637057988208938
3629 2027 11945.504310344812 1280031.4956896552 11 15.106988776657042 109.29549080517829 -0.009927216502774458
1483 1870 11124.75 1041346.25 10 15.184274349708122 105.47393042832907 -0.0102869021339569
2259 336 12362.5078125 1492911.4921875 12 15.069733552354542 111.18681492200413 -0.009758351300566627
4296 1784 5335.032051282062 497099.96794871794 7 15.982157417799751 73.04130373481885 -0.01485460889278705
4460 1460 3253.7946428571595 236440.20535714284 5 16.519024650538682 57.04204276546519 -0.019021057931973093
1517 1146 12826.050000000047 1042425.95 10 15.029767678495531 113.25215229742898 -0.00958039187767941
1628 917 5722.830882352951 373526.16911764705 6 15.905972719776523 75.64939446124438 -0.014342480964019504
2344 231 9123.829545454588 660198.1704545454 8 15.399557092399036 95.51873923714963 -0.011359027649079525
2556 1767 3000.3153153153253 479884.6846846847 9 16.60708275277961 54.77513409673522 -0.019808258215924104
2916 934 7483.0378787878435 1117189.9621212122 12 15.614805140982604 86.50455409276348 -0.012542692247583823
3287 453 9456.199999999953 1043209.8 10 15.36070837743618 97.24299460629518 -0.011157616077053234
3486 1846 5168.614130434813 854956.3858695652 9 16.016564723594232 71.89307428699105 -0.015091857049662007
4478 1021 4282.7678571428405 237016.23214285716 5 16.22068866358493 65.44285948171 -0.0165793488944846
720 1517 4917.166666666628 496020.8333333334 7 16.070712677776264 70.12251183939883 -0.015472919773395585
1186 2283 6188.566176470544 373452.43382352946 6 15.821024901592637 78.66744038336664 -0.01379223722943719
1750 1736 11955.926724137971 1273520.073275862 11 15.106041888355907 109.34316039029589 -0.009922888602516495
2027 928 3404.89102564106 496518.10897435894 7 16.469741958071165 58.35144407502748 -0.01859422705297442
2825 2377 12091.10546875 1491236.89453125 12 15.093834976336478 109.95956287995146 -0.009867263670232579
477 2360 7099.568181818118 658248.4318181819 8 15.671920164102572 84.25893532331226 -0.012876972582631348
1188 726 3957.747474747477 325345.2525252525 7 16.30637979883493 62.91063085637814 -0.017246687646115033
1505 165 12320.6953125 3848487.3046875 19 15.073411955700694 110.9986275252987 -0.009774895637810546
1858 1325 5281.510869565187 850911.4891304348 9 15.993104555193561 72.6740040837519 -0.01492968515605127
3009 1885 6151.5 497857.5 7 15.827547429142086 78.43149877440823 -0.013833727736362338
4294 861 9623.15202702675 2383539.8479729732 15 15.341706632865515 98.0976657572786 -0.011060405888602867
759 411 10695.272727272706 1495605.7272727273 12 15.227020341326403 103.41795166832839 -0.010491408720602998
2047 1641 8721.595744680846 1042853.4042553192 10 15.448510118028059 93.38948412257585 -0.011618010423699445
3955 760 4528.482954545412 660247.5170454546 8 16.16011815656512 67.2940038528353 -0.01612327901268555
278 807 11008.293478260981 2086334.706521739 14 15.19570000193876 104.92041497373607 -0.010341171451443455
2155 1743 5702.625 1045593.375 10 15.909812965823043 75.51572683885125 -0.014367868064295585
2849 1006 3012.1582733802497 21734969.84172662 58 16.60280552984223 54.88313286776047 -0.019769279618462747
4374 300 4002.1600000000326 496159.83999999997 7 16.29426388237289 63.26262719805456 -0.017150726235305093
531 1542 4945.8602941176505 372965.13970588235 6 16.064395388330816 70.32681063518842 -0.015427971071065664
1406 1494 3534.9464285714494 236166.05357142855 5 16.429042908664947 59.455415468832186 -0.01824896843196362
2812 1992 5999.272151898709 845313.7278481013 9 15.854753590536044 77.45496854236472 -0.014008139444360485
2894 1063 8291.49438202288 5540257.505617977 25 15.503417972967549 91.05764318289201 -0.011915529131593543
4272 1413 3766.1838235294563 372897.81617647054 6 16.360246215846075 61.36924167308454 -0.017679866500222075
414 2311 6182.522058823495 372386.4779411765 6 15.82208581357589 78.62901537488241 -0.013798977321883099
1856 1919 5551.536764705903 372705.4632352941 6 15.938966949378925 74.50863550425483 -0.014562070458773075
2511 1652 2939.222222222248 411177.77777777775 8 16.629418943770126 54.214594181108176 -0.02001306136084817
3244 2174 26515.91027732566 13048677.089722674 40 14.241233647967945 162.83706665659898 -0.006663102095102929
1956 2044 5744.117370892083 1868641.882629108 14 15.901941736586227 75.789955606875 -0.01431588119180239
3701 897 5458.36328125 1496272.63671875 12 15.95734390811093 73.88073687538586 -0.01468583078468833
811 835 8108.574999999953 1044803.425 10 15.527638654858542 90.04762628742611 -0.01204917935911771
1884 511 5048.863636363647 659823.1363636364 8 16.04201589727324 71.05535614127655 -0.015269784839903378
2383 210 12242.663043478271 2081811.3369565217 14 15.080310258725369 110.64656815047753 -0.009805997765103906
3041 751 7758.989130434813 853369.0108695652 9 15.575487141336195 88.08512434250639 -0.012317630338820124
4494 1212 5006.205128205125 496706.7948717949 7 16.051228398094757 70.75454139633106 -0.015334704721247224
4010 1228 5114.015625 1494341.984375 12 16.02809487348788 71.51234596207847 -0.01517220537801058
258 2349 8098.005681818118 658163.9943181819 8 15.529054807131724 89.98891977248154 -0.01205703994161947
418 1970 3581.97321428571 235521.0267857143 5 16.414694165237155 59.849588254938816 -0.01812877968981625
1250 2297 9797.20000000007 1044063.7999999999 10 15.32224506543718 98.9808062201964 -0.01096172118043036
2573 2387 7091.699999999953 1042020.3 10 15.673124111576682 84.21223189062236 -0.01288411404900459
2906 1996 6346.583333333256 1769577.4166666667 13 15.793650032761708 79.66544629469702 -0.01361945549123502
2981 1982 10001.741869919002 6127612.258130081 24 15.299810895345805 100.00870897036418 -0.010849055159001407
3839 1501 6411.820945946034 2387538.179054054 15 15.782546535224462 80.07384682869953 -0.013549992200588539
638 1189 6082.873949579662 1498337.1260504203 12 15.839727957432693 77.99278139404737 -0.01391154387119742
1301 2448 7107.679347826168 854431.3206521738 9 15.670680432404197 84.30705396244235 -0.012869622991254711
1774 2015 4991.977941176505 372574.0220588235 6 16.054318356013646 70.65393082608006 -0.01535654120463317
4054 628 3791.460365853738 2713145.5396341463 16 16.35298369891067 61.574835491893424 -0.01762083473439153
4066 1269 9620.708333333256 1767938.2916666667 13 15.34198237865466 98.08520955441374 -0.011061810490378628
276 969 8968.380434782594 853704.6195652174 9 15.418214943600043 94.7015334341667 -0.011457047849750556
1654 1355 17445.881756756455 2381185.1182432435 15 14.69576768843791 132.0828594358725 -0.008214540513690029
4379 1543 9407.710227272706 662186.2897727273 8 15.366290170090174 96.9933514591217 -0.011186333740176801
1011 1505 4363.663043478271 851512.3369565217 9 16.200371981144112 66.05802785035496 -0.016424952958903238
2147 211 7020.198863636353 659898.8011363636 8 15.684126463209441 83.78662699760835 -0.01294956055494358
2492 2123 3463.6102941176505 372556.38970588235 6 16.45117744567489 58.852445098888204 -0.018435937507386535
2585 2258 5920.0923913043225 851935.9076086957 9 15.869178788631663 76.94213664374237 -0.014101505980055756
2602 1624 5770.875 1044419.125 10 15.896895831555572 75.96627541218537 -0.014282653639564385
3175 601 4463.267045454588 660885.7329545454 8 16.17586781936645 66.80768702368454 -0.016240646074385835
4471 1516 4616.175572519074 373548.8244274809 6 16.13929420374361 67.94244308618195 -0.015969399254950636
204 961 4964.092105263146 980488.9078947369 13 16.060400422669147 70.4563134521183 -0.015399613559647278
1655 563 6870.116379310377 1275635.8836206896 11 15.707589764896902 82.88616518641923 -0.013090242473635097
2442 2125 5135.185897435935 496218.81410256407 7 16.023609575021048 71.66021139681305 -0.015140898677955246
2893 462 4392.7307692308095 496463.2692307692 7 16.193163534643737 66.27767926859546 -0.016370518883181664
3464 1935 3586.17578125 1498648.82421875 12 16.4134210668036 59.88468736872557 -0.018118154200578405
4089 1082 6686.31640625 1494681.68359375 12 15.737032689521257 81.7698991454068 -0.013268941399458077
4408 221 10223.175675675739 2385444.8243243243 15 15.276035440496027 101.10972097516509 -0.010730916765822164
984 221 9041.04999999993 1042669.9500000001 10 15.409452822394229 95.08443616070892 -0.011410910594938638
1674 2377 5154.570652173832 853397.4293478262 9 16.01951875813215 71.7953386521286 -0.015112401729270645
2050 598 4603.666666666628 495803.3333333334 7 16.142240323633047 67.85032547207587 -0.015991080255709854
2616 609 5742.583333333372 496540.4166666666 7 15.90223173458822 75.77983460877552 -0.014317793191308362
3141 923 4623.720930232434 1972691.2790697676 14 16.137520965295366 67.99794798545345 -0.015956363863099364
819 1115 8690.83984375 1496788.16015625 12 15.452345633135433 93.22467400720691 -0.011638549681773325
1126 833 7767.068965517217 821769.9310344828 9 15.574357096579805 88.13097619745974 -0.012311221851997067
2528 2292 7290.153409090824 659819.8465909092 8 15.64315833146137 85.38239519415478 -0.012707537631531311
3156 712 3733.429487179499 496841.5705128205 7 16.369730116810945 61.10179610436586 -0.017757252146021193
1575 1376 11527.54296875 1493995.45703125 12 15.145658125697818 107.3663959009056 -0.010105582765406473
2363 692 3125.3043478260515 581522.695652174 10 16.562769209683424 55.90442154093048 -0.019408124976404883
2861 1939 7696.03515625 1496497.96484375 12 15.58433239266388 87.72704917099401 -0.012367907164928823
391 2388 4512.286764705903 372405.7132352941 6 16.164008269696147 67.1735570347879 -0.016152189163335495
490 1516 7901.525000000023 1042427.475 10 15.555722703682536 88.89052255443222 -0.012206025668659996
1564 2025 5417.238636363647 660329.7613636364 8 15.965555081895397 73.60189288573798 -0.014741468696795474
1972 2368 5423.462427745573 659476.5375722544 8 15.964308410423381 73.64416085302061 -0.014733007850621701
2897 1892 6356.633620689623 1279134.3663793104 11 15.791932048542868 79.72849942579894 -0.013608684570939136
3025 530 4995.435897435935 496327.56410256407 7 16.053566524054737 70.67839767167854 -0.015351225208020939
3798 1854 4557.715909090824 660483.2840909092 8 16.153131871736935 67.51085771259928 -0.01607148889470428
1661 2220 5184.695652173832 852121.3043478262 9 16.013191830328562 72.00483075581688 -0.015068433445520581
2229 634 5833.965517241508 1276496.0344827585 11 15.885090355466293 76.38040008563394 -0.014205214934506126
3504 2397 3027.5446428571595 236388.45535714284 5 16.597273610550157 55.02312825400933 -0.019718980625587027
4049 2173 7016.913043478271 850205.0869565217 9 15.684634763491824 83.76701644130743 -0.012952592154935117
165 603 3183.647058823495 373626.3529411765 6 16.54268771108393 56.42381641491025 -0.019229468492905483
1196 453 7888.791666666511 1765686.2083333335 13 15.557473782434917 88.81886999206031 -0.012215872596633915
1642 201 5991.346153846185 497578.6538461538 7 15.856188970110042 77.4037864309375 -0.014017402119831393
2072 1012 6291.576086956542 851631.4239130435 9 15.80310136725859 79.31945591692207 -0.013678863369113524
2754 1072 8283.576086956542 854868.4239130435 9 15.504455335711024 91.01415322331215 -0.011921222816168447
2825 2034 5012.573863636353 659826.4261363636 8 16.04984803676066 70.79953293374436 -0.015324959855531319
3688 1699 4007.1818181818817 661726.8181818181 8 16.292902379604747 63.30230499896415 -0.017139976182822324
4069 1102 7770.652173912968 852305.347826087 9 15.573856325698603 88.1513027352005 -0.01230838304522003
4239 1969 3385.1696428571595 235827.83035714284 5 16.476048905991647 58.18221070788871 -0.018648311688385003
956 1941 17666.66015625 1489014.33984375 12 14.682113862906414 132.91598909179436 -0.00816305101751662
1379 186 10901.418103448348 1275034.5818965517 11 15.206292508716597 104.40985635201471 -0.01039173922758743
2236 1901 6168.121794871753 495848.87820512825 7 15.824617648385576 78.53739106229435 -0.01381507566427052
2415 307 4383.8602941176505 373401.13970588235 6 16.195358236252517 66.21072642795615 -0.016387072888870775
2541 535 8557.09913793113 1274934.9008620689 11 15.469183591200359 92.50458982089013 -0.011729147733110389
2618 150 7023.60897435894 496804.39102564106 7 15.683599187304043 83.80697449710817 -0.012946416530493398
1602 2015 4930.619318181882 659326.3806818181 8 16.06774631764047 70.21836880889417 -0.01545179727761732
2343 2266 3548.897058823495 372618.1029411765 6 16.424766494610243 59.572620043300894 -0.01821306498205649
2866 656 4572.275641025684 496417.7243589743 7 16.149668989782 67.61860425227427 -0.016045879858034885
2382 2419 5581.493589743623 495906.5064102564 7 15.933123924256963 74.7093942536253 -0.014522939328307427
2523 2181 6805.684782608645 851669.3152173914 9 15.717820424738761 82.49657436893149 -0.013152061261935436
2940 2160 3649.9338235294563 373906.06617647054 6 16.394287524020818 60.41468218512331 -0.017959210588501175
3498 1840 4194.133333333302 585968.8666666667 8 16.243394418099154 64.76212885115268 -0.016753618499690322
4302 1581 3958.5217391304905 850616.4782608695 9 16.306167414224788 62.91678424022075 -0.017245000886526446
363 228 5290.961538461503 497534.0384615385 7 15.991163488673472 72.73899599569341 -0.014916345560560644
508 268 8358.25 1044609.75 10 15.494711607509366 91.42346525919919 -0.011867850304337764
2152 1718 5866.679487179499 496225.3205128205 7 15.879019094591099 76.59425231164215 -0.014165553775307007
2260 137 3252.5808823529514 372354.41911764705 6 16.51942973743645 57.03140259850665 -0.019024606630109606
2304 1714 4682.386363636353 659862.6136363636 8 16.123831884184817 68.427964777833 -0.015856090467146
2571 1853 4071.767241379479 1277200.2327586205 11 16.275542639960225 63.81040073044111 -0.01700349766777745
3762 279 5305.5625 659951.4375 8 15.988171412679144 72.83929228102096 -0.014895806453115525
3904 1345 4532.0 1045052.0 10 16.159275247021604 67.32013071882734 -0.016117021586480068
1383 1771 5970.814102564065 495726.18589743593 7 15.859916125213957 77.27104310518958 -0.014041482506234352
2022 211 3920.161764705903 373127.8382352941 6 16.316740028833028 62.611195202662465 -0.01732916927217294
2394 1051 3773.5762195121497 2718024.423780488 16 16.358117184024284 61.4294409832301 -0.017662540674856526
2597 817 4160.314102564065 496523.68589743593 7 16.252184697555364 64.50049691718712 -0.016821575830540392
4153 1866 3741.0064102563774 496690.9935897436 7 16.36752886908175 61.163767135914526 -0.01773926052639918
1271 2109 5334.6086956522195 850995.3913043478 9 15.98224357862671 73.03840562096231 -0.014855198313482908
1432 1791 4793.301470588252 372506.69852941175 6 16.098413138924883 69.23367295318263 -0.015671564915149042
1574 422 6260.858695652103 2082151.141304348 14 15.808415244766195 79.1255881219982 -0.013712378331104653
2727 1765 2240.8953488371335 3045993.104651163 17 16.923946062013307 47.33809616827797 -0.022920228902806532
3874 591 3923.0174418605166 851870.9825581395 9 16.31594940244768 62.633995895683654 -0.01732286092375549
4314 171 3263.382352941204 373007.6176470588 6 16.51583009821166 57.12602167962691 -0.018993095757391908
4433 1853 5432.903846153815 495490.0961538462 7 15.962419953067432 73.70823458850317 -0.014720200613368588
347 168 27864.683453237638 3224608.3165467624 18 14.187364715566915 166.92718009131298 -0.006499840226178146
2066 2458 7403.5 1495290.5 12 15.626407298195112 86.04359360231301 -0.012609887088337896
3958 2247 4976.916666666628 495477.0833333334 7 16.05759907752001 70.54726547972379 -0.015379759833665603
963 130 5994.403846153815 495562.5961538462 7 15.855635004390178 77.42353547955437 -0.014013826587478963
1648 182 8418.29257641919 1276547.7074235808 11 15.486939961225184 91.75125381388088 -0.011825451477763373
1681 805 9170.168918918935 899333.8310810811 10 15.394056660858014 95.76099894486761 -0.011330291161902624
1923 2381 6452.850000000093 1043841.1499999999 10 15.775621075466109 80.32963338644147 -0.013506846157013992
2691 435 5609.2065217391355 851203.7934782609 9 15.927746424222715 74.8946361346334 -0.014487018777280168
4028 2115 6572.9782608695095 850178.0217391305 9 15.755594510201266 81.07390616511276 -0.013382850923579782
4365 758 4276.4836956522195 851275.5163043478 9 16.222282948512945 65.39482927305659 -0.01659152584479691
708 469 7522.797619047575 1033442.2023809524 10 15.609051553917116 86.73406262275263 -0.01250950280882353
1162 360 6852.849999999977 1046037.15 10 15.710321935554008 82.78194247539723 -0.0131067231277215
1526 557 5254.987179487187 496348.0128205128 7 15.998570847940329 72.49129036985883 -0.014967315307317697
1912 304 4839.286764705903 373604.7132352941 6 16.08804660465853 69.56498231657866 -0.015596927705125337
2370 2359 7612.102272727294 659513.8977272727 8 15.596238463409097 87.24736255456261 -0.012435906006000634
2515 934 5086.176724137971 1277156.823275862 11 16.03402138478903 71.31743632617462 -0.015213670820101926
2687 1913 4531.9673913043225 852216.0326086957 9 16.159283059150653 67.31988852712341 -0.016117079569477447
3582 822 5045.613636363647 661415.3863636364 8 16.042715020703223 71.03248296634186 -0.015274701864414876
3783 730 5825.204545454588 660897.7954545454 8 15.886722050689377 76.32302762243246 -0.014215893077086247
259 168 2725.7946428571595 236302.20535714284 5 16.71126716585481 52.20914328790657 -0.020781800498368325
1007 1158 9232.828571428545 2654330.1714285715 17 15.386663070086259 96.08760883396228 -0.011291778546335368
3166 2239 4368.224358974316 496759.7756410257 7 16.199237659181954 66.09254389849369 -0.016416375221785465
263 1732 3600.1964285714494 235941.80357142855 5 16.40918450813914 60.00163688243388 -0.01808284000861392
1065 1167 4791.335227272706 660135.6647727273 8 16.09885860632282 69.21947144606571 -0.015674780193105177
2548 2379 4779.994318181882 659640.0056818181 8 16.101431549046964 69.137502979077 -0.015693363995635656
2629 1481 6552.819767442066 3043972.180232558 17 15.758929442417683 80.9494889881466 -0.013403420003786266
2695 612 5889.443965517217 1276272.5560344828 11 15.874814264775328 76.74271278445411 -0.014138150198669937
3324 181 5070.701086956542 850853.2989130435 9 16.037329974868506 71.20885539703993 -0.015236868981397814
3397 587 5671.9673913043225 853461.0326086957 9 15.91566568654824 75.3124650459957 -0.014406645690555426
3846 776 4577.956896551652 1275959.0431034483 11 16.14832075178251 67.66060076995808 -0.016035920279350368
4410 1415 3362.388888888876 851584.6111111111 9 16.483380145347244 57.986109447770986 -0.0187113777822476
1039 1885 5092.615384615376 494695.3846153846 7 16.032647805753683 71.36256290671864 -0.015204050356462875
1153 394 5797.820512820501 496952.1794871795 7 15.89183808382639 76.14342067979676 -0.014249425496166139
2000 2388 5905.522727272706 660678.4772727273 8 15.871854136945577 76.8473989623117 -0.014118890354794139
2646 2270 2516.0206185567076 294471.9793814433 7 16.798214510522495 50.15995034444021 -0.021630802912472633
3135 2348 3475.757352941204 372258.2426470588 6 16.447376374543587 58.955554046596866 -0.018403694402438244
4438 1285 3876.8035714285506 237053.19642857145 5 16.328815507802975 62.26398293900375 -0.017425804594976016
601 2281 2197.0 239078.0 6 16.945424857698725 46.87216658103186 -0.023148065880937447
783 940 12670.950367647223 8386722.049632353 28 15.042977025548678 112.56531600651785 -0.009638848257105904
1646 2102 5796.25 1042779.75 10 15.892132227740348 76.13310712167211 -0.014251355829547422
2488 1331 5635.51171875 1494828.48828125 12 15.922666606968697 75.07004541593138 -0.014453168290873859
2573 432 5079.301724137971 1766878.698275862 13 16.03548997037184 71.26922003318103 -0.015223963437439801
2698 1673 6502.4320175442845 5651249.567982456 23 15.767310449064258 80.63765880495468 -0.01345525175308455
3783 1979 2723.801282051252 498349.19871794875 7 16.712061450099906 52.19004964599336 -0.020789403485139153
525 429 9352.62874251511 4231268.371257485 21 15.372665762147015 96.70898997774255 -0.01121922584704598
2176 136 8148.931034482783 1273602.0689655172 11 15.522248394184938 90.27142977976355 -0.012019306691464723
2447 1045 4054.7243589743157 496397.2756410257 7 16.280096659701904 63.67671755810216 -0.017039194883278742
2913 1897 4604.063414634205 1496545.9365853658 13 16.142146757981354 67.85324910889828 -0.01599039123769407
3030 2234 2459.8235294117476 372876.17647058825 6 16.822740121420168 49.59660804341107 -0.021876496050905695
3084 2128 7298.0 1043588.0 10 15.641990352428428 85.42833253669417 -0.012700704412484677
3624 1688 11286.263803681359 4143128.7361963186 23 15.168624507009675 106.23682884800995 -0.010213030751814694
4442 407 3822.945652173832 851063.0543478262 9 16.34400468990455 61.82997373583327 -0.017548123255488192
1442 2249 5296.914772727294 662059.0852272727 8 15.989942536998376 72.77990638031416 -0.014907960918914779
2197 887 6056.471264367807 1033893.5287356322 10 15.844450847495404 77.8233336754974 -0.013941834007319211
4267 1379 3840.1086956522195 851617.8913043478 9 16.33914120649402 61.968610567385 -0.01750886440837923
4509 662 1814.4603174603253 158192.53968253967 5 17.153131313624755 42.59648245407507 -0.025471586795219086
397 1705 5419.055555555562 508296.94444444444 8 15.96519099156501 73.61423473456449 -0.014738997204986956
529 2052 5066.588235294097 372241.4117647059 6 16.03821097412931 71.17997074524615 -0.015243052064227821
928 1192 6203.679347826168 851941.3206521738 9 15.818376644597958 78.76343915692209 -0.013775426919059884
1709 1903 4468.064102564065 495254.93589743593 7 16.174701511904644 66.84357936678784 -0.016231925493491707
2061 1537 2990.1691176470486 372578.83088235295 6 16.610760620506763 54.68243884143289 -0.019841836300430245
2153 488 7759.0923913043225 852184.9076086957 9 15.575472691861316 88.0857104830535 -0.012317548374758687
2700 2224 3921.0762711864663 372889.92372881353 6 16.31648677474346 62.618497835595406 -0.017327148326819704
3625 1047 11347.25 3444352.75 18 15.162773441889419 106.52347159194541 -0.010185548628721564
286 559 4082.5514705882524 374005.44852941175 6 16.27267082802046 63.89484697992673 -0.016981025094885423
460 157 7745.0815217391355 850985.9184782609 9 15.577435016661507 88.00614479534447 -0.012328684576777377
2094 1676 2714.97321428571 236004.0267857143 5 16.715586126923835 52.10540484715295 -0.020823175699003986
3590 1804 5223.474137931131 1279457.5258620689 11 16.005101377997345 72.27360609469497 -0.015012396068606309
3706 519 3499.5250000000233 1042793.475 10 16.439977249037454 59.15678321207149 -0.01834109194393443
3756 2390 5679.208333333372 474968.7916666666 7 15.914280498938679 75.36052237964763 -0.01439745858626137
118 2020 2491.2000000000116 270116.8 7 16.808978511939884 49.91192242340513 -0.02173829312355263
1037 224 3153.7053571428405 236589.29464285716 5 16.552947210416004 56.157861044940454 -0.01932053642733519
1645 2393 3998.684782608645 853163.3152173914 9 16.295207075168413 63.235154642086904 -0.0171581773799896
